#Annotated with Bakta (v1.7.0): https://github.com/oschwengers/bakta								
#Database (v5.0): https://doi.org/10.5281/zenodo.4247252								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_15	cds	4158	4577	-	KK01_05730	virB3	"Type IV secretory pathway, VirB3 component"	"COG:COG3702, COG:U, RefSeq:WP_019389424.1, SO:0001217, UniParc:UPI00036CBE2A, UniRef:UniRef100_UPI00036CBE2A, UniRef:UniRef50_U6Q3F2, UniRef:UniRef90_U6Q3F2"
contig_15	cds	4596	4997	-	KK01_05735		Conjugal transfer protein	"RefSeq:WP_019389423.1, SO:0001217, UniParc:UPI0002F906C5, UniRef:UniRef100_UPI0002F906C5, UniRef:UniRef50_U6Q1V8, UniRef:UniRef90_A0A376BM26"
contig_15	cds	5101	5427	-	KK01_05740		lytic transglycosylase domain-containing protein	"KEGG:K03194, RefSeq:WP_230311242.1, SO:0001217, UniParc:UPI0004295BF5, UniRef:UniRef100_UPI00030A78A4, UniRef:UniRef50_V9H5D3, UniRef:UniRef90_UPI00030A78A4"
contig_15	cds	5390	5971	-	KK01_05745		lytic transglycosylase domain-containing protein	"KEGG:K03194, SO:0001217, UniRef:UniRef50_UPI000406EB67, UniRef:UniRef90_UPI000406EB67"
contig_15	cds	6326	7495	+	KK01_05750	mltB	lytic murein transglycosylase B	"COG:COG2951, COG:M, EC:4.2.2.-, KEGG:K08305, SO:0001217, UniRef:UniRef50_A0A378VK65, UniRef:UniRef90_F5S551"
contig_15	cds	7677	9899	+	KK01_05755	icdM	NADP-dependent isocitrate dehydrogenase	"COG:C, COG:COG2838, RefSeq:WP_019389420.1, SO:0001217, UniParc:UPI000381EA6F, UniRef:UniRef100_UPI000381EA6F, UniRef:UniRef50_A0A0Q0XX63, UniRef:UniRef90_F5S549"
contig_15	cds	9981	10502	+	KK01_05760	ycxB	YcxB domain-containing protein	"RefSeq:WP_003789526.1, SO:0001217, UniParc:UPI0002584AC6, UniRef:UniRef100_UPI0002584AC6, UniRef:UniRef50_F5S548, UniRef:UniRef90_F5S548"
contig_15	cds	10549	11979	+	KK01_05765	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	"COG:COG0064, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0050566, GO:0050567, RefSeq:WP_003785509.1, SO:0001217, UniParc:UPI00020C6462, UniRef:UniRef100_F5S547, UniRef:UniRef50_Q9JYZ7, UniRef:UniRef90_Q9JYZ7"
contig_15	cds	12018	12449	+	KK01_05770		Lectin	"RefSeq:WP_019389419.1, SO:0001217, UniParc:UPI00030B71C5, UniRef:UniRef100_UPI00030B71C5, UniRef:UniRef50_F5S546, UniRef:UniRef90_F5S546"
contig_15	cds	12681	13622	-	KK01_05775	dacC	D-alanyl-D-alanine carboxypeptidase	"COG:COG1686, COG:M, EC:3.4.21.-, KEGG:K07262, RefSeq:WP_019389418.1, SO:0001217, UniParc:UPI0003033F55, UniRef:UniRef100_UPI0003033F55, UniRef:UniRef50_G4CKN8, UniRef:UniRef90_F5S545"
contig_15	cds	13776	13973	-	KK01_05780	iscX	Fe-S cluster assembly protein IscX	"COG:COG2975, COG:O, RefSeq:WP_003785505.1, SO:0001217, UniParc:UPI00020C645F, UniRef:UniRef100_F5S544, UniRef:UniRef50_Q7DDG6, UniRef:UniRef90_F5S544"
contig_15	cds	14187	15365	+	KK01_05785	metZ	O-succinylhomoserine sulfhydrylase	"COG:COG0626, COG:E, EC:2.5.1.-, KEGG:K10764, RefSeq:WP_019389416.1, SO:0001217, UniParc:UPI00030AEB2B, UniRef:UniRef100_UPI00030AEB2B, UniRef:UniRef50_P55218, UniRef:UniRef90_F5S542"
contig_15	cds	15448	15645	+	KK01_05790		DUF2788 domain-containing protein	"RefSeq:WP_003785502.1, SO:0001217, UniParc:UPI00020C645C, UniRef:UniRef100_F5S541, UniRef:UniRef50_D4DVC9, UniRef:UniRef90_F5S541"
contig_15	cds	15734	16279	+	KK01_05795	ispZ	septation protein A	"COG:COG2917, COG:D, KEGG:K06190, RefSeq:WP_019389415.1, SO:0001217, UniParc:UPI0002E7B548, UniRef:UniRef100_UPI0002E7B548, UniRef:UniRef50_A0A3P2A9Q8, UniRef:UniRef90_F5S540"
contig_15	cds	16279	16569	+	KK01_05800	yciI	YciI family protein	"COG:COG2350, COG:QR, KEGG:K09780, SO:0001217, UniRef:UniRef50_Q6LP86, UniRef:UniRef90_F5S539"
contig_15	cds	16566	16838	+	KK01_05805	bolA	"DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation"	"COG:COG0271, COG:KT, RefSeq:WP_019389413.1, SO:0001217, UniParc:UPI000302E1CB, UniRef:UniRef100_UPI000302E1CB, UniRef:UniRef50_V9HD19, UniRef:UniRef90_F5S538"
contig_15	cds	16854	17735	+	KK01_05810		Peptidyl-prolyl cis-trans isomerase	"RefSeq:WP_019389412.1, SO:0001217, UniParc:UPI0002FD3079, UniRef:UniRef100_UPI0002FD3079, UniRef:UniRef50_F0EXW7, UniRef:UniRef90_F5S537"
contig_15	cds	17910	21350	+	KK01_05815	recC	exodeoxyribonuclease V subunit gamma	"COG:COG1330, COG:L, EC:3.1.11.5, KEGG:K03583, SO:0001217, UniRef:UniRef50_A0A238HDI5, UniRef:UniRef90_F5S536"
contig_15	cds	21486	21584	-	KK01_05820		hypothetical protein	
contig_15	cds	21642	21950	-	KK01_05825		Sel1 repeat family protein	"RefSeq:WP_154699883.1, SO:0001217, UniParc:UPI000E07CE8A, UniRef:UniRef100_UPI000E07CE8A, UniRef:UniRef50_F5S535, UniRef:UniRef90_F5S535"
contig_15	cds	21978	22928	-	KK01_05830	ynbB	putative CDP-diglyceride synthetase/phosphatidate cytidylyltransferase	"COG:COG4589, COG:R, SO:0001217, UniRef:UniRef50_A0A0K1N0J3, UniRef:UniRef90_F5S534"
contig_15	cds	22950	23615	-	KK01_05835	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	"COG:COG0204, COG:I, RefSeq:WP_019389407.1, SO:0001217, UniParc:UPI000318DC04, UniRef:UniRef100_UPI000318DC04, UniRef:UniRef50_V7IAH9, UniRef:UniRef90_F5S533"
contig_15	cds	24221	26494	-	KK01_05840	yccC	Uncharacterized membrane protein YccC	"COG:COG1289, COG:S, SO:0001217, UniRef:UniRef50_C4GFG6, UniRef:UniRef90_F5S531"
contig_15	cds	26578	27018	+	KK01_05845	mscL	large conductance mechanosensitive channel protein MscL	"COG:COG1970, COG:M, KEGG:K03282, RefSeq:WP_003785489.1, SO:0001217, UniParc:UPI00020C5F22, UniRef:UniRef100_F5S530, UniRef:UniRef50_A1URL2, UniRef:UniRef90_F5S530"
contig_15	cds	27089	28009	+	KK01_05850	galM	Galactose mutarotase or related enzyme	"COG:COG2017, COG:G, SO:0001217, UniRef:UniRef50_A0A0B5CNG9, UniRef:UniRef90_F5S529"
contig_15	cds	28074	28415	+	KK01_05855	yajC	preprotein translocase subunit YajC	"COG:COG1862, COG:U, KEGG:K03210, RefSeq:WP_019389403.1, SO:0001217, UniParc:UPI0002E5669B, UniRef:UniRef100_UPI0002E5669B, UniRef:UniRef50_C4GGK6, UniRef:UniRef90_F5S528"
contig_15	cds	28501	30357	+	KK01_05860	secD	Preprotein translocase subunit SecD	"COG:COG0342, COG:U, RefSeq:WP_026036251.1, SO:0001217, UniParc:UPI000474B3DB, UniRef:UniRef100_UPI000474B3DB, UniRef:UniRef50_W8X0V6, UniRef:UniRef90_F5S527"
contig_15	cds	30361	31302	+	KK01_05865	secF	Preprotein translocase subunit SecF	"COG:COG0341, COG:U, RefSeq:WP_019389401.1, SO:0001217, UniParc:UPI000315D17B, UniRef:UniRef100_UPI000315D17B, UniRef:UniRef50_E6UXK1, UniRef:UniRef90_F5S526"
contig_15	cds	31357	33030	-	KK01_05870	ettA	energy-dependent translational throttle protein EttA	"COG:COG0488, COG:R, SO:0001217, UniRef:UniRef50_A0A0H2VFI8, UniRef:UniRef90_Q5F6I5"
contig_15	cds	33074	33535	-	KK01_05875		Inner membrane protein	"RefSeq:WP_038303863.1, SO:0001217, UniParc:UPI0003F90C2A, UniRef:UniRef100_UPI0003F90C2A, UniRef:UniRef50_F5S524, UniRef:UniRef90_UPI000A800568"
contig_15	cds	33580	34215	-	KK01_05880		Alpha/beta superfamily hydrolase	"COG:COG2945, COG:R, KEGG:K07018, RefSeq:WP_154700106.1, SO:0001217, UniParc:UPI000E03A7F9, UniRef:UniRef100_UPI000E03A7F9, UniRef:UniRef50_L1NMM7, UniRef:UniRef90_F5S523"
contig_15	cds	34330	34629	-	KK01_05885		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	"RefSeq:WP_019389397.1, SO:0001217, UniParc:UPI0002D93CD7, UniRef:UniRef100_UPI0002D93CD7, UniRef:UniRef50_A0A378NAX8, UniRef:UniRef90_F5S521"
contig_15	cds	34701	35717	-	KK01_05890	galE	UDP-glucose 4-epimerase GalE	"COG:COG1087, COG:M, RefSeq:WP_019389396.1, SO:0001217, UniParc:UPI00031CC0EC, UniRef:UniRef100_UPI00031CC0EC, UniRef:UniRef50_A0A2N8SVM3, UniRef:UniRef90_F5S519"
contig_15	cds	36301	38334	+	KK01_05895		Immunoglobulin A1 protease	"RefSeq:WP_100215663.1, SO:0001217, UniParc:UPI000C1FD574, UniRef:UniRef100_UPI000C1FD574, UniRef:UniRef50_F5S517, UniRef:UniRef90_F5S517"
contig_15	cds	38375	39694	-	KK01_05900		MFS family major facilitator transporter	"RefSeq:WP_032133841.1, SO:0001217, UniParc:UPI00040B98EB, UniRef:UniRef100_UPI00040B98EB, UniRef:UniRef50_P37643, UniRef:UniRef90_F5S516"
contig_15	cds	39860	40213	-	KK01_05905	ridA	"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family"	"COG:COG0251, COG:V, RefSeq:WP_019389394.1, SO:0001217, UniParc:UPI0002D92262, UniRef:UniRef100_UPI0002D92262, UniRef:UniRef50_O30825, UniRef:UniRef90_F5S515"
contig_16	cds	447	674	-	KK01_05910		1-acylglycerol-3-phosphate O-acyltransferase	"SO:0001217, UniParc:UPI00020C5FF9, UniRef:UniRef100_F5S8I9, UniRef:UniRef50_F5S8I9, UniRef:UniRef90_F5S8I9"
contig_16	cds	699	1898	-	KK01_05915	prfA	peptide chain release factor 1	"COG:COG0216, COG:J, KEGG:K02835, SO:0001217, UniRef:UniRef50_P43917, UniRef:UniRef90_V9H6G7"
contig_16	cds	1968	3233	+	KK01_05920	envC	"Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB"	"COG:COG4942, COG:D, KEGG:K22719, RefSeq:WP_019389676.1, SO:0001217, UniParc:UPI0002E1B53E, UniRef:UniRef100_UPI0002E1B53E, UniRef:UniRef50_F5S8J2, UniRef:UniRef90_F5S8J2"
contig_16	cds	3339	4964	+	KK01_05925	uup	ABC-F family ATPase	"COG:COG0488, COG:R, SO:0001217, UniRef:UniRef50_A0A0W8AQC2, UniRef:UniRef90_V9HML7"
contig_16	cds	5016	5795	-	KK01_05930	pgeF	peptidoglycan editing factor PgeF	"COG:COG1496, COG:P, EC:2.4.2.1, EC:2.4.2.28, EC:3.5.4.4, KEGG:K05810, SO:0001217, UniRef:UniRef50_A0A0Y5K2S7, UniRef:UniRef90_F5S8J4"
contig_16	cds	5945	6265	-	KK01_05935	cyaY	iron donor protein CyaY	"COG:COG1965, COG:P, RefSeq:WP_003787772.1, SO:0001217, UniParc:UPI00020C651B, UniRef:UniRef100_F5S8J5, UniRef:UniRef50_P56977, UniRef:UniRef90_F5S8J5"
contig_16	cds	6359	6520	+	KK01_05940		Lipoprotein	"RefSeq:WP_003787775.1, SO:0001217, UniParc:UPI00020C651C, UniRef:UniRef100_F5S8J6, UniRef:UniRef50_F0EYS4, UniRef:UniRef90_F5S8J6"
contig_16	cds	6520	7746	+	KK01_05945	lysA	diaminopimelate decarboxylase	"COG:COG0019, COG:E, RefSeq:WP_032134244.1, SO:0001217, UniParc:UPI0002F0E6FB, UniRef:UniRef100_UPI0010713429, UniRef:UniRef50_D0KW89, UniRef:UniRef90_F5S8J7"
contig_16	cds	7932	9617	+	KK01_05950	pilB	type IV-A pilus assembly ATPase PilB	"COG:COG2804, COG:NUW, RefSeq:WP_003787777.1, SO:0001217, UniParc:UPI0001829D23, UniRef:UniRef100_B6SE71, UniRef:UniRef50_A0A091B6A5, UniRef:UniRef90_B6SE71"
contig_16	cds	9664	10932	+	KK01_05955	pulF	"Type II secretory pathway, component PulF"	"COG:COG1459, COG:NUW, RefSeq:WP_019389681.1, SO:0001217, UniParc:UPI0002F2181F, UniRef:UniRef100_UPI0002F2181F, UniRef:UniRef50_F2B9I7, UniRef:UniRef90_F5S8J9"
contig_16	cds	10935	11843	+	KK01_05960	pulO	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase	"COG:COG1989, COG:NU, SO:0001217, UniParc:UPI0001829D22, UniRef:UniRef100_B6SE70, UniRef:UniRef50_P33566, UniRef:UniRef90_F5S8K0"
contig_16	cds	11845	12453	+	KK01_05965	coaE	dephospho-CoA kinase	"COG:COG0237, COG:H, EC:2.7.1.24, KEGG:K00859, RefSeq:WP_003787784.1, SO:0001217, UniParc:UPI00020C6520, UniRef:UniRef100_F5S8K1, UniRef:UniRef50_F5S8K1, UniRef:UniRef90_F5S8K1"
contig_16	cds	12568	13329	+	KK01_05970	zapD	cell division protein ZapD	"COG:COG4582, COG:D, KEGG:K18778, RefSeq:WP_019389683.1, SO:0001217, UniParc:UPI00031B7DDC, UniRef:UniRef100_UPI00031B7DDC, UniRef:UniRef50_F5S8K2, UniRef:UniRef90_F5S8K2"
contig_16	cds	13349	13825	+	KK01_05975	pncC	nicotinamide-nucleotide amidase	"COG:COG1546, COG:H, RefSeq:WP_003787789.1, SO:0001217, UniParc:UPI00020C6522, UniRef:UniRef100_F5S8K3, UniRef:UniRef50_P0A6G4, UniRef:UniRef90_F5S8K3"
contig_16	cds	13835	14455	+	KK01_05980	tsaC	L-threonylcarbamoyladenylate synthase	"COG:COG0009, COG:J, RefSeq:WP_019389684.1, SO:0001217, UniParc:UPI00031DDC40, UniRef:UniRef100_UPI00031DDC40, UniRef:UniRef50_A0A6V7KNV9, UniRef:UniRef90_F5S8K4"
contig_16	cds	14532	15725	-	KK01_05985	ackA	Acetate kinase	"COG:C, COG:COG0282, RefSeq:WP_019389685.1, SO:0001217, UniParc:UPI00031062E5, UniRef:UniRef100_UPI00031062E5, UniRef:UniRef50_Q9JTM0, UniRef:UniRef90_UPI00031062E5"
contig_16	cds	15838	17031	-	KK01_05990	rfbX	Membrane protein involved in the export of O-antigen and teichoic acid	"COG:COG2244, COG:M, RefSeq:WP_019389686.1, SO:0001217, UniParc:UPI000308B1FC, UniRef:UniRef100_UPI000308B1FC, UniRef:UniRef50_V9H9G3, UniRef:UniRef90_F5S8K6"
contig_16	cds	17028	17300	-	KK01_05995		Membrane protein	"RefSeq:WP_003787798.1, SO:0001217, UniParc:UPI00020C6526, UniRef:UniRef100_F5S8K7, UniRef:UniRef50_A0A376BT31, UniRef:UniRef90_F5S8K7"
contig_16	cds	17370	18425	-	KK01_06000	pseI	pseudaminic acid synthase	"COG:COG2089, COG:M, RefSeq:WP_003790906.1, SO:0001217, UniParc:UPI000258654F, UniRef:UniRef100_UPI000258654F, UniRef:UniRef50_N0A3U6, UniRef:UniRef90_A0A238TCS4"
contig_16	cds	18580	19659	-	KK01_06005	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	"COG:COG0472, COG:M, EC:2.7.8.13, KEGG:K01000, RefSeq:WP_003790904.1, SO:0001217, UniParc:UPI000258654E, UniRef:UniRef100_UPI000258654E, UniRef:UniRef50_Q9K0Y6, UniRef:UniRef90_F5S8K9"
contig_16	cds	19780	20400	-	KK01_06010		PH domain-containing protein	"RefSeq:WP_038309445.1, SO:0001217, UniParc:UPI00040D633E, UniRef:UniRef100_UPI00040D633E, UniRef:UniRef50_F5S8L0, UniRef:UniRef90_F5S8L0"
contig_16	cds	20431	21795	-	KK01_06015	murF	UDP-N-acetylmuramyl pentapeptide synthase	"COG:COG0770, COG:M, RefSeq:WP_019389689.1, SO:0001217, UniParc:UPI0002FBA04C, UniRef:UniRef100_UPI0002FBA04C, UniRef:UniRef50_A0A4T0V361, UniRef:UniRef90_V9H8M7"
contig_16	cds	21844	22470	-	KK01_06020		Peptidase	"RefSeq:WP_019389690.1, SO:0001217, UniParc:UPI0003602977, UniRef:UniRef100_UPI0003602977, UniRef:UniRef50_F5S8L2, UniRef:UniRef90_F5S8L2"
contig_16	cds	22505	23980	-	KK01_06025	murE	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"	"COG:COG0769, COG:M, EC:6.3.2.13, KEGG:K01928, SO:0001217, UniRef:UniRef50_Q9K0Y9, UniRef:UniRef90_F5S8L3"
contig_16	cds	24129	25904	-	KK01_06030	ftsI	"Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)"	"COG:COG0768, COG:DM, SO:0001217, UniRef:UniRef50_F5S8L4, UniRef:UniRef90_F5S8L4"
contig_16	cds	25935	26195	-	KK01_06035	ftsL	Cell division protein FtsL	"KEGG:K03586, RefSeq:WP_003790891.1, SO:0001217, UniParc:UPI0002586548, UniRef:UniRef100_UPI0002586548, UniRef:UniRef50_A0A238T9G1, UniRef:UniRef90_F5S8L5"
contig_16	cds	26210	27175	-	KK01_06040	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	"COG:COG0275, COG:J, EC:2.1.1.199, KEGG:K03438, RefSeq:WP_019389693.1, SO:0001217, UniParc:UPI00030EB1E0, UniRef:UniRef100_UPI00030EB1E0, UniRef:UniRef50_A1VSU4, UniRef:UniRef90_F5S8L6"
contig_16	cds	27172	27642	-	KK01_06045	mraZ	division/cell wall cluster transcriptional repressor MraZ	"COG:COG2001, COG:J, RefSeq:WP_019389694.1, SO:0001217, UniParc:UPI0002D7AD67, UniRef:UniRef100_UPI0002D7AD67, UniRef:UniRef50_Q9K0Z1, UniRef:UniRef90_F5S8L7"
contig_16	cds	27952	29109	+	KK01_06050	midA	"SAM-dependent methyltransferase, MidA family"	"COG:COG1565, COG:R, RefSeq:WP_032134245.1, SO:0001217, UniParc:UPI00050A16A7, UniRef:UniRef100_UPI00050A16A7, UniRef:UniRef50_D4DTB6, UniRef:UniRef90_F5S8L9"
contig_16	cds	29161	30024	-	KK01_06055	rpoH	RNA polymerase sigma factor RpoH	"COG:COG0568, COG:K, KEGG:K03089, RefSeq:WP_019389696.1, SO:0001217, UniParc:UPI00031009BD, UniRef:UniRef100_UPI00031009BD, UniRef:UniRef50_P50509, UniRef:UniRef90_F5S8M0"
contig_16	cds	30162	30629	-	KK01_06060	sixA	Phosphohistidine phosphatase SixA	"COG:COG2062, COG:T, RefSeq:WP_003787828.1, SO:0001217, UniParc:UPI00020C6534, UniRef:UniRef100_F5S8M1, UniRef:UniRef50_F5S8M1, UniRef:UniRef90_F5S8M1"
contig_16	cds	30639	31367	-	KK01_06065	tadA	tRNA adenosine(34) deaminase TadA	"COG:COG0590, COG:J, EC:3.5.4.33, KEGG:K11991, RefSeq:WP_026036291.1, SO:0001217, UniParc:UPI00031283C2, UniRef:UniRef100_UPI00031283C2, UniRef:UniRef50_A0A376BKF3, UniRef:UniRef90_F5S8M2"
contig_16	cds	31437	31793	-	KK01_06070	rplT	50S ribosomal protein L20	"COG:COG0292, COG:J, GO:0000027, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02887, RefSeq:WP_003787832.1, SO:0001217, UniParc:UPI00020C6536, UniRef:UniRef100_F5S8M3, UniRef:UniRef50_P46246, UniRef:UniRef90_Q5F9U1"
contig_16	cds	31809	32006	-	KK01_06075	rpmI	50S ribosomal protein L35	"COG:COG0291, COG:J, SO:0001217, UniRef:UniRef50_A4G617, UniRef:UniRef90_A0A066TM03"
contig_16	cds	32158	32625	-	KK01_06080	infC	translation initiation factor IF-3	"COG:COG0290, COG:J, RefSeq:WP_019389698.1, SO:0001217, UniParc:UPI0002FBDC90, UniRef:UniRef100_UPI0002FBDC90, UniRef:UniRef50_Q8P7Z3, UniRef:UniRef90_F5S8M5"
contig_16	cds	33008	33727	+	KK01_06085	pseF	pseudaminic acid cytidylyltransferase	"COG:COG1083, COG:M, EC:2.7.7.81, KEGG:K15899, RefSeq:WP_019389699.1, SO:0001217, UniParc:UPI0002F17BCB, UniRef:UniRef100_UPI0002F17BCB, UniRef:UniRef50_A0A0B1K3N4, UniRef:UniRef90_F5S8M6"
contig_16	cds	33732	34250	+	KK01_06090		hypothetical protein	"RefSeq:WP_003790873.1, SO:0001217, UniParc:UPI000258600B, UniRef:UniRef100_UPI000258600B, UniRef:UniRef50_UPI001E3D5DAF, UniRef:UniRef90_UPI001E3D5DAF"
contig_16	cds	34265	35881	+	KK01_06095	pseG	"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"	"SO:0001217, UniRef:UniRef50_A0A238TCQ3, UniRef:UniRef90_A0A238TCQ3"
contig_16	cds	35912	36502	+	KK01_06100	tnp	IS1595 family transposase	"COG:COG3676, COG:X, KEGG:K07488, RefSeq:WP_060537166.1, SO:0001217, UniParc:UPI0007068CAA, UniRef:UniRef100_UPI0007068CAA, UniRef:UniRef50_E6VRR0, UniRef:UniRef90_A0A238HDG1"
contig_16	cds	36614	38926	-	KK01_06105	cirA	"Outer membrane receptor protein, Fe transport"	"COG:COG1629, COG:P, RefSeq:WP_060537165.1, SO:0001217, UniParc:UPI000705AC85, UniRef:UniRef100_UPI000705AC85, UniRef:UniRef50_A0A3N4VXP2, UniRef:UniRef90_F5S8N0"
contig_17	tRNA	151	225	-	KK01_06110	trnT	tRNA-Thr(ggt)	SO:0000270
contig_17	tRNA	275	348	-	KK01_06115	trnG	tRNA-Gly(tcc)	SO:0000260
contig_17	tRNA	376	459	-	KK01_06120	trnY	tRNA-Tyr(gta)	SO:0000272
contig_17	cds	545	796	-	KK01_06125	nuoI	YfhL family 4Fe-4S dicluster ferredoxin	"COG:C, COG:COG1143, RefSeq:WP_003787949.1, SO:0001217, UniParc:UPI00020C5AF0, UniRef:UniRef100_F5S9G7, UniRef:UniRef50_P00208, UniRef:UniRef90_V9HKN4"
contig_17	cds	897	1466	-	KK01_06130	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	"COG:COG0742, COG:J, EC:2.1.1.171, KEGG:K08316, RefSeq:WP_003787950.1, SO:0001217, UniParc:UPI00020C5AF1, UniRef:UniRef100_F5S9G8, UniRef:UniRef50_A0A1A9RGN6, UniRef:UniRef90_F5S9G8"
contig_17	cds	1640	2608	-	KK01_06135	waaC	lipopolysaccharide heptosyltransferase I	"COG:COG0859, COG:M, RefSeq:WP_019390448.1, SO:0001217, UniParc:UPI0002E87F76, UniRef:UniRef100_UPI0002E87F76, UniRef:UniRef50_A0A378VSI1, UniRef:UniRef90_F5S9G9"
contig_17	cds	2623	2889	-	KK01_06140	yhbQ	"putative endonuclease, GIY-YIG superfamily"	"COG:COG2827, COG:L, RefSeq:WP_019390447.1, SO:0001217, UniParc:UPI0002D65AB0, UniRef:UniRef100_UPI0002D65AB0, UniRef:UniRef50_C4GM91, UniRef:UniRef90_F5S9H0"
contig_17	tRNA	2978	3054	+	KK01_06145	trnfM	tRNA-fMet(cat)	SO:0000266
contig_17	cds	3161	4030	+	KK01_06150		"putative acetyltransferase, GNAT family"	"COG:COG3393, COG:R, RefSeq:WP_003792142.1, SO:0001217, UniParc:UPI00025850F1, UniRef:UniRef100_UPI00025850F1, UniRef:UniRef50_A0A1F1SDU0, UniRef:UniRef90_F5S9H1"
contig_17	cds	4104	4403	-	KK01_06155		Transmembrane protein	"RefSeq:WP_019390446.1, SO:0001217, UniParc:UPI0002E4DAE2, UniRef:UniRef100_UPI0002E4DAE2, UniRef:UniRef50_F0F0U1, UniRef:UniRef90_F5S9H2"
contig_17	cds	4468	5925	-	KK01_06160	nuoN	NADH-quinone oxidoreductase subunit NuoN	"COG:C, COG:COG1007, RefSeq:WP_003792140.1, SO:0001217, UniParc:UPI00025850EF, UniRef:UniRef100_UPI00025850EF, UniRef:UniRef50_B7J7T2, UniRef:UniRef90_F5S9H3"
contig_17	cds	5934	7448	-	KK01_06165	nuoM	NADH-quinone oxidoreductase subunit M	"COG:C, COG:COG1008, EC:7.1.1.2, KEGG:K00342, RefSeq:WP_019390445.1, SO:0001217, UniParc:UPI0002DC8281, UniRef:UniRef100_UPI0002DC8281, UniRef:UniRef50_A0A8B7MYE3, UniRef:UniRef90_F5S9H4"
contig_17	cds	7540	9555	-	KK01_06170	nuoL	NADH-quinone oxidoreductase subunit L	"COG:C, COG:COG1009, SO:0001217, UniRef:UniRef50_Q9K1B0, UniRef:UniRef90_A0A376BKJ6"
contig_17	cds	9613	9990	-	KK01_06175	doc	Prophage maintenance system killer protein	"COG:COG3654, COG:X, KEGG:K07341, RefSeq:WP_003787968.1, SO:0001217, UniParc:UPI00020C6003, UniRef:UniRef100_F5S9H7, UniRef:UniRef50_F5S9H7, UniRef:UniRef90_F5S9H7"
contig_17	cds	9987	10280	-	KK01_06180		XRE family transcriptional regulator	"RefSeq:WP_003787971.1, SO:0001217, UniParc:UPI00020C6004, UniRef:UniRef100_F5S9H8, UniRef:UniRef50_F5S9H8, UniRef:UniRef90_F5S9H8"
contig_17	cds	10284	10589	-	KK01_06185	nuoK	NADH-quinone oxidoreductase subunit NuoK	"COG:C, COG:COG0713, EC:7.1.1.2, KEGG:K00340, RefSeq:WP_003787972.1, SO:0001217, UniParc:UPI00020C6005, UniRef:UniRef100_F5S9H9, UniRef:UniRef50_P50940, UniRef:UniRef90_V9H6V4"
contig_17	cds	10586	11233	-	KK01_06190	nuoJ	NADH-quinone oxidoreductase subunit J	"COG:C, COG:COG0839, EC:7.1.1.2, KEGG:K00339, RefSeq:WP_019390443.1, SO:0001217, UniParc:UPI000376A540, UniRef:UniRef100_UPI000376A540, UniRef:UniRef50_E4ZAN9, UniRef:UniRef90_F5S9I0"
contig_17	cds	11248	11727	-	KK01_06195	nuoI	NADH-quinone oxidoreductase subunit NuoI	"COG:C, COG:COG1143, EC:7.1.1.-, GO:0005506, GO:0005886, GO:0048038, GO:0050136, GO:0051539, RefSeq:WP_003787977.1, SO:0001217, UniParc:UPI00020C6007, UniRef:UniRef100_F5S9I1, UniRef:UniRef50_A9KBL3, UniRef:UniRef90_Q5F623"
contig_17	cds	11825	12235	-	KK01_06200	aCT-3	"ACT domain, ACT-3 family"	"COG:COG3602, COG:T, KEGG:K09964, RefSeq:WP_019390442.1, SO:0001217, UniParc:UPI0002E332EE, UniRef:UniRef100_UPI0002E332EE, UniRef:UniRef50_A0A0C5EAB8, UniRef:UniRef90_F5S9I2"
contig_17	cds	12392	13468	-	KK01_06205	nuoH	NADH-quinone oxidoreductase subunit NuoH	"COG:C, COG:COG1005, RefSeq:WP_003792135.1, SO:0001217, UniParc:UPI00025850EA, UniRef:UniRef100_UPI00025850EA, UniRef:UniRef50_Q9PGI8, UniRef:UniRef90_V9HE67"
contig_17	cds	13471	15720	-	KK01_06210	nuoG	NADH-quinone oxidoreductase subunit NuoG	"COG:C, COG:COG1034, RefSeq:WP_038316798.1, SO:0001217, UniParc:UPI0004027315, UniRef:UniRef100_UPI0004027315, UniRef:UniRef50_I7JR97, UniRef:UniRef90_F5S9I4"
